"items_accessInfo_accessViewStatus","items_accessInfo_country","items_accessInfo_embeddable","items_accessInfo_epub_acsTokenLink","items_accessInfo_epub_isAvailable","items_accessInfo_pdf_acsTokenLink","items_accessInfo_pdf_isAvailable","items_accessInfo_publicDomain","items_accessInfo_quoteSharingAllowed","items_accessInfo_textToSpeechPermission","items_accessInfo_viewability","items_accessInfo_webReaderLink","items_etag","items_id","items_kind","items_saleInfo_buyLink","items_saleInfo_country","items_saleInfo_isEbook","items_saleInfo_listPrice_amount","items_saleInfo_listPrice_currencyCode","items_saleInfo_offers_0_finskyOfferType","items_saleInfo_offers_0_giftable","items_saleInfo_offers_0_listPrice_amountInMicros","items_saleInfo_offers_0_listPrice_currencyCode","items_saleInfo_offers_0_retailPrice_amountInMicros","items_saleInfo_offers_0_retailPrice_currencyCode","items_saleInfo_retailPrice_amount","items_saleInfo_retailPrice_currencyCode","items_saleInfo_saleability","items_searchInfo_textSnippet","items_selfLink","items_volumeInfo_allowAnonLogging","items_volumeInfo_authors_0","items_volumeInfo_authors_1","items_volumeInfo_authors_2","items_volumeInfo_averageRating","items_volumeInfo_canonicalVolumeLink","items_volumeInfo_categories_0","items_volumeInfo_contentVersion","items_volumeInfo_description","items_volumeInfo_imageLinks_smallThumbnail","items_volumeInfo_imageLinks_thumbnail","items_volumeInfo_industryIdentifiers_0_identifier","items_volumeInfo_industryIdentifiers_0_type","items_volumeInfo_industryIdentifiers_1_identifier","items_volumeInfo_industryIdentifiers_1_type","items_volumeInfo_infoLink","items_volumeInfo_language","items_volumeInfo_maturityRating","items_volumeInfo_pageCount","items_volumeInfo_panelizationSummary_containsEpubBubbles","items_volumeInfo_panelizationSummary_containsImageBubbles","items_volumeInfo_previewLink","items_volumeInfo_printType","items_volumeInfo_publishedDate","items_volumeInfo_publisher","items_volumeInfo_ratingsCount","items_volumeInfo_readingModes_image","items_volumeInfo_readingModes_text","items_volumeInfo_subtitle","items_volumeInfo_title"
"SAMPLE","US","True","","False","http://books.google.com/books/download/Numerical_Methods_in_Engineering_with_Py-sample-pdf.acsm?id=WiDie-hev1kC&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","True","False","False","ALLOWED","PARTIAL","http://play.google.com/books/reader?id=WiDie-hev1kC&hl=&printsec=frontcover&source=gbs_api","wAD0IAe6fa0","WiDie-hev1kC","books#volume","","US","False","","","","","","","","","","","NOT_FOR_SALE","Numerical Methods in Engineering with Python, a student text, and a reference for practicing engineers.","https://www.googleapis.com/books/v1/volumes/WiDie-hev1kC","False","Jaan Kiusalaas","","","4.0","https://books.google.com/books/about/Numerical_Methods_in_Engineering_with_Py.html?hl=&id=WiDie-hev1kC","Computers","0.0.1.0.preview.1","Numerical Methods in Engineering with Python, a student text, and a reference for practicing engineers.","http://books.google.com/books/content?id=WiDie-hev1kC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=WiDie-hev1kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","0521852870","ISBN_10","9780521852876","ISBN_13","http://books.google.com/books?id=WiDie-hev1kC&dq=python&hl=&source=gbs_api","en","NOT_MATURE","424","","","http://books.google.com/books?id=WiDie-hev1kC&printsec=frontcover&dq=python&hl=&cd=35&source=gbs_api","BOOK","2005-07-25","Cambridge University Press","2","True","False","","Numerical Methods in Engineering with Python"
"SAMPLE","US","True","","True","","True","False","False","ALLOWED","PARTIAL","http://play.google.com/books/reader?id=4pgQfXQvekcC&hl=&printsec=frontcover&source=gbs_api","0sZXF3QQyoo","4pgQfXQvekcC","books#volume","https://play.google.com/store/books/details?id=4pgQfXQvekcC&rdid=book-4pgQfXQvekcC&rdot=1&source=gbs_api","US","True","47.99","USD","1","True","47990000.0","USD","37670000.0","USD","37.67","USD","FOR_SALE","Get a comprehensive, in-depth introduction to the core Python language with this hands-on book.","https://www.googleapis.com/books/v1/volumes/4pgQfXQvekcC","True","Mark Lutz","","","3.5","https://market.android.com/details?id=book-4pgQfXQvekcC","Computers","1.24.28.0.preview.3","Get a comprehensive, in-depth introduction to the core Python language with this hands-on book. Based on author Mark Lutz’s popular training course, this updated fifth edition will help you quickly write efficient, high-quality code with Python. It’s an ideal way to begin, whether you’re new to programming or a professional developer versed in other languages. Complete with quizzes, exercises, and helpful illustrations, this easy-to-follow, self-paced tutorial gets you started with both Python 2.7 and 3.3— the latest releases in the 3.X and 2.X lines—plus all other releases in common use today. You’ll also learn some advanced language features that recently have become more common in Python code. Explore Python’s major built-in object types such as numbers, lists, and dictionaries Create and process objects with Python statements, and learn Python’s general syntax model Use functions to avoid code redundancy and package code for reuse Organize statements, functions, and other tools into larger components with modules Dive into classes: Python’s object-oriented programming tool for structuring code Write large programs with Python’s exception-handling model and development tools Learn advanced Python tools, including decorators, descriptors, metaclasses, and Unicode processing","http://books.google.com/books/content?id=4pgQfXQvekcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=4pgQfXQvekcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","9781449355692","ISBN_13","1449355692","ISBN_10","https://play.google.com/store/books/details?id=4pgQfXQvekcC&source=gbs_api","en","NOT_MATURE","1600","False","False","http://books.google.com/books?id=4pgQfXQvekcC&printsec=frontcover&dq=python&hl=&cd=2&source=gbs_api","BOOK","2013-06-12","""O'Reilly Media, Inc.""","9","True","True","Powerful Object-Oriented Programming","Learning Python"
"SAMPLE","US","True","","True","","True","False","False","ALLOWED","PARTIAL","http://play.google.com/books/reader?id=JnR9hQA3SncC&hl=&printsec=frontcover&source=gbs_api","XmHwbmSqDeI","JnR9hQA3SncC","books#volume","","US","False","","","","","","","","","","","NOT_FOR_SALE","This book will immediately earn its place in any Pythonprogrammer&#39;s library. Praise for the First Edition: &quot;In a nutshell, Python in a Nutshell serves oneprimary goal: to act as an immediately accessible goal for the Pythonlanguage.","https://www.googleapis.com/books/v1/volumes/JnR9hQA3SncC","True","Alex Martelli","","","3.5","https://books.google.com/books/about/Python_in_a_Nutshell.html?hl=&id=JnR9hQA3SncC","Computers","0.3.3.0.preview.3","This book offers Python programmers one place to look when they needhelp remembering or deciphering the syntax of this open source languageand its many powerful but scantily documented modules. Thiscomprehensive reference guide makes it easy to look up the mostfrequently needed information--not just about the Python languageitself, but also the most frequently used parts of the standard libraryand the most important third-party extensions. Ask any Python aficionado and you'll hear that Python programmers haveit all: an elegant object-oriented language with readable andmaintainable syntax, that allows for easy integration with componentsin C, C++, Java, or C#, and an enormous collection of precoded standardlibrary and third-party extension modules. Moreover, Python is easy tolearn, yet powerful enough to take on the most ambitious programmingchallenges. But what Python programmers used to lack is a concise andclear reference resource, with the appropriate measure of guidance inhow best to use Python's great power. Python in aNutshell fills this need. Python in a Nutshell, Second Edition covers morethan the language itself; it also deals with the mostfrequently used parts of the standard library, and the most popular andimportant third party extensions. Revised and expanded forPython 2.5, this book now contains the gory details of Python's newsubprocess module and breaking news about Microsoft's newIronPython project. Our ""Nutshell"" format fits Python perfectly bypresenting the highlights of the most important modules and functionsin its standard library, which cover over 90% of your practicalprogramming needs. This book includes: A fast-paced tutorial on the syntax of the Python language An explanation of object-oriented programming in Python Coverage of iterators, generators, exceptions, modules,packages, strings, and regular expressions A quick reference for Python's built-in types and functionsand key modules Reference material on important third-party extensions,such as Numeric and Tkinter Information about extending and embedding Python Python in a Nutshell provides a solid,no-nonsense quick reference to information that programmers rely on themost. This book will immediately earn its place in any Pythonprogrammer's library. Praise for the First Edition: ""In a nutshell, Python in a Nutshell serves oneprimary goal: to act as an immediately accessible goal for the Pythonlanguage. True, you can get most of the same core information that ispresented within the covers of this volume online, but this willinvariably be broken into multiple files, and in all likelihood lackingthe examples or the exact syntax description necessary to trulyunderstand a command."" --Richard Cobbett, Linux Format ""O'Reilly has several good books, of which Python in aNutshell by Alex Martelli is probably the best for giving yousome idea of what Python is about and how to do useful things with it."" --Jerry Pournelle, Byte Magazine","http://books.google.com/books/content?id=JnR9hQA3SncC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=JnR9hQA3SncC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","1449379109","ISBN_10","9781449379100","ISBN_13","http://books.google.com/books?id=JnR9hQA3SncC&dq=python&hl=&source=gbs_api","en","NOT_MATURE","738","False","False","http://books.google.com/books?id=JnR9hQA3SncC&printsec=frontcover&dq=python&hl=&cd=14&source=gbs_api","BOOK","2006-07-14","""O'Reilly Media, Inc.""","9","True","True","A Desktop Quick Reference","Python in a Nutshell"
"SAMPLE","US","True","","False","","False","False","False","ALLOWED_FOR_ACCESSIBILITY","PARTIAL","http://play.google.com/books/reader?id=carqdIdfVlYC&hl=&printsec=frontcover&source=gbs_api","ea2W4ioe5HE","carqdIdfVlYC","books#volume","","US","False","","","","","","","","","","","NOT_FOR_SALE","This guide contains cross-platform coverage for the Mac, Windows, and Unix environments as it teaches techniques for cookies, session management, and integration with XML.","https://www.googleapis.com/books/v1/volumes/carqdIdfVlYC","False","Chris Fehily","","","3.0","https://books.google.com/books/about/Python.html?hl=&id=carqdIdfVlYC","Computers","preview-1.0.0","Named after the Monty Python comedy troupe, Python is an interpreted, open-source, object-oriented programming language. It's also free and runs portably on Windows, Mac OS, Unix, and other operating systems. Python can be used for all manner of programming tasks, from CGI scripts to full-fledged applications. It is gaining popularity among programmers in part because it is easier to read (and hence, debug) than most other programming languages, and it's generally simpler to install, learn, and use. Its line structure forces consistent indentation. Its syntax and semantics make it suitable for simple scripts and large programs. Its flexible data structures and dynamic typing allow you to get a lot done in a few lines. To learn it, you'll need is some basic programming experience and a copy of Python: Visual QuickStart Guide. In patented Visual QuickStart Guide fashion, the book doesn't just tell you how to use Python to develop applications, it shows you, breaking Python into easy-to-digest, step-by-step tasks and providing example code. Python: Visual QuickStart Guide emphasizes the core language and libraries, which are the building blocks for programs. Author Chris Fehily starts with the basics - expressions, statements, numbers, strings - then moves on to lists, dictionaries, functions, and modules before wrapping things up with straightforward discussions of exceptions and classes. Some additional topics covered include:- Object-oriented programming- Working in multiple operating systems- Structuring large programs- Comparing Python to C, Perl, and Java- Handling errors gracefully.","http://books.google.com/books/content?id=carqdIdfVlYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=carqdIdfVlYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","0201748843","ISBN_10","9780201748840","ISBN_13","http://books.google.com/books?id=carqdIdfVlYC&dq=python&hl=&source=gbs_api","en","NOT_MATURE","410","","","http://books.google.com/books?id=carqdIdfVlYC&printsec=frontcover&dq=python&hl=&cd=11&source=gbs_api","BOOK","2002","Peachpit Press","2","True","False","","Python"
"SAMPLE","US","True","","False","","False","False","False","ALLOWED","PARTIAL","http://play.google.com/books/reader?id=RLU1Gkm1JGoC&hl=&printsec=frontcover&source=gbs_api","qVXxBZCkLwc","RLU1Gkm1JGoC","books#volume","","US","False","","","","","","","","","","","NOT_FOR_SALE","The book covers programming from small script-style applications to larger pieces of software. The emphasis remains on problem-solving, even through the introduction of common libraries and object-oriented programming.","https://www.googleapis.com/books/v1/volumes/RLU1Gkm1JGoC","False","Sarah Mount","James Shuttleworth","Russel Winder","3.0","https://books.google.com/books/about/Python_for_Rookies.html?hl=&id=RLU1Gkm1JGoC","Computers","preview-1.0.0","Python for Rookies is designed to help students learn how to program. Using the Python language as a tool, the approach taken teaches students the fundamentals of programming and re-enforces good programming practice. Written for students studying a variety of degree subjects such as Games Technology, Creative Computing and Multimedia (where core Computer Science is applied to the Arts) the pace and breadth would also be suitable for a one semester introductory programming course for all computing undergraduates. We hope that the example programs, chosen to enliven and motivate will also be very relevant to a range of courses and the varied ambitions of people who need to acquire programming skills. The book covers programming from small script-style applications to larger pieces of software. The emphasis remains on problem-solving, even through the introduction of common libraries and object-oriented programming. Test-oriented development is an integral part of programming and learning how to incorporate a unit test early on will take away the frustrations of producing buggy software that doesna t run. It will provide a framework to support your learning of programming.","http://books.google.com/books/content?id=RLU1Gkm1JGoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=RLU1Gkm1JGoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","1844807010","ISBN_10","9781844807017","ISBN_13","http://books.google.com/books?id=RLU1Gkm1JGoC&dq=python&hl=&source=gbs_api","en","NOT_MATURE","454","","","http://books.google.com/books?id=RLU1Gkm1JGoC&printsec=frontcover&dq=python&hl=&cd=27&source=gbs_api","BOOK","2008-01-01","Cengage Learning EMEA","1","True","False","A First Course in Programming","Python for Rookies"
"SAMPLE","US","True","","False","","True","False","False","ALLOWED","PARTIAL","http://play.google.com/books/reader?id=bPfQnxnw_NMC&hl=&printsec=frontcover&source=gbs_api","veV7elMnJzA","bPfQnxnw_NMC","books#volume","","US","False","","","","","","","","","","","NOT_FOR_SALE","Python and XML provides a solid foundation for developers using XML with Python. Loaded with practical examples, this book highlights common application tasks so that you can learn by doing.","https://www.googleapis.com/books/v1/volumes/bPfQnxnw_NMC","False","Christopher A. Jones","Fred L. Drake","","3.0","https://books.google.com/books/about/Python_and_XML.html?hl=&id=bPfQnxnw_NMC","Computers","2.0.0.0.preview.1","If you are a Python programmer who wants to incorporate XML into your skill set, this is the book for you. Python has attracted a wide variety of developers, who use it either as glue to connect critical programming tasks together, or as a complete cross-platform application development language. Yet, because it is object-oriented and has powerful text manipulation abilities, Python is an ideal language for manipulating XML.Python & XML gives you a solid foundation for using these two languages together. Loaded with practical examples, this new volume highlights common application tasks, so that you can learn by doing. The book starts with the basics then quickly progresses to complex topics, like transforming XML with XSLT, querying XML with XPath, and working with XML dialects and validation. It also explores the more advanced issues: using Python with SOAP and distributed web services, and using Python to create scalable streams between distributed applications (like databases and web servers).The book provides effective practical applications, while referencing many of the tools involved in XML processing and Python, and highlights cross-platform issues along with tasks relevant to enterprise computing. You will find ample coverage of XML flow analysis and details on ways in which you can transport XML through your network.Whether you are using Python as an application language, or as an administrative or middleware scripting language, you are sure to benefit from this book. If you want to use Python to manipulate XML, this is your guide.","http://books.google.com/books/content?id=bPfQnxnw_NMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=bPfQnxnw_NMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","0596001282","ISBN_10","9780596001285","ISBN_13","http://books.google.com/books?id=bPfQnxnw_NMC&dq=python&hl=&source=gbs_api","en","NOT_MATURE","360","","","http://books.google.com/books?id=bPfQnxnw_NMC&printsec=frontcover&dq=python&hl=&cd=33&source=gbs_api","BOOK","2002","""O'Reilly Media, Inc.""","1","True","False","","Python and XML"
"SAMPLE","US","True","","False","","False","False","False","ALLOWED","PARTIAL","http://play.google.com/books/reader?id=xY89bFIKmz4C&hl=&printsec=frontcover&source=gbs_api","8V/N/J9u27Q","xY89bFIKmz4C","books#volume","","US","False","","","","","","","","","","","NOT_FOR_SALE","The book uses the Python programming language, which is both easy to learn for beginners and scales well to advanced applications.","https://www.googleapis.com/books/v1/volumes/xY89bFIKmz4C","False","Kenneth Lambert","","","3.0","https://books.google.com/books/about/Fundamentals_of_Python_First_Programs.html?hl=&id=xY89bFIKmz4C","Computers","0.1.0.0.preview.1","In FUNDAMENTALS OF PYTHON: FIRST PROGRAMS, respected author Kenneth A. Lambert presents all of the important topics for a CS1 course while preparing your students to study additional languages. The book uses the Python programming language, which is both easy to learn for beginners and scales well to advanced applications. Lambert’s back-to-basics approach will be engaging for your students looking for relevance of the concepts and applications from the text to the real world. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.","http://books.google.com/books/content?id=xY89bFIKmz4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=xY89bFIKmz4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","9781111822705","ISBN_13","1111822700","ISBN_10","http://books.google.com/books?id=xY89bFIKmz4C&dq=python&hl=&source=gbs_api","en","NOT_MATURE","510","","","http://books.google.com/books?id=xY89bFIKmz4C&printsec=frontcover&dq=python&hl=&cd=36&source=gbs_api","BOOK","2011-03-22","Cengage Learning","1","True","False","","Fundamentals of Python: First Programs"
"SAMPLE","US","True","","False","","False","False","False","ALLOWED_FOR_ACCESSIBILITY","PARTIAL","http://play.google.com/books/reader?id=CUIgM3e-I5gC&hl=&printsec=frontcover&source=gbs_api","tsiTIY2F2+c","CUIgM3e-I5gC","books#volume","https://play.google.com/store/books/details?id=CUIgM3e-I5gC&rdid=book-CUIgM3e-I5gC&rdot=1&source=gbs_api","US","True","47.99","USD","1","True","47990000.0","USD","37670000.0","USD","37.67","USD","FOR_SALE","After you learn the core fundamentals of Python, he shows you what you can do with your new skills, delving into advanced topics, such as regular expressions, networking programming with sockets, multithreading, GUI development, Web/CGI ...","https://www.googleapis.com/books/v1/volumes/CUIgM3e-I5gC","True","Wesley J Chun","","","2.0","https://market.android.com/details?id=book-CUIgM3e-I5gC","Computers","2.6.3.0.preview.3","Praise for Core Python Programming The Complete Developer's Guide to Python New to Python? The definitive guide to Python development for experienced programmers Covers core language features thoroughly, including those found in the latest Python releases–learn more than just the syntax! Learn advanced topics such as regular expressions, networking, multithreading, GUI, Web/CGI, and Python extensions Includes brand-new material on databases, Internet clients, Java/Jython, and Microsoft Office, plus Python 2.6 and 3 Presents hundreds of code snippets, interactive examples, and practical exercises to strengthen your Python skills Python is an agile, robust, expressive, fully object-oriented, extensible, and scalable programming language. It combines the power of compiled languages with the simplicity and rapid development of scripting languages. In Core Python Programming, Second Edition , leading Python developer and trainer Wesley Chun helps you learn Python quickly and comprehensively so that you can immediately succeed with any Python project. Using practical code examples, Chun introduces all the fundamentals of Python programming: syntax, objects and memory management, data types, operators, files and I/O, functions, generators, error handling and exceptions, loops, iterators, functional programming, object-oriented programming and more. After you learn the core fundamentals of Python, he shows you what you can do with your new skills, delving into advanced topics, such as regular expressions, networking programming with sockets, multithreading, GUI development, Web/CGI programming and extending Python in C. This edition reflects major enhancements in the Python 2.x series, including 2.6 and tips for migrating to 3. It contains new chapters on database and Internet client programming, plus coverage of many new topics, including new-style classes, Java and Jython, Microsoft Office (Win32 COM Client) programming, and much more. Learn professional Python style, best practices, and good programming habits Gain a deep understanding of Python's objects and memory model as well as its OOP features, including those found in Python's new-style classes Build more effective Web, CGI, Internet, and network and other client/server applications Learn how to develop your own GUI applications using Tkinter and other toolkits available for Python Improve the performance of your Python applications by writing extensions in C and other languages, or enhance I/O-bound applications by using multithreading Learn about Python's database API and how to use a variety of database systems with Python, including MySQL, Postgres, and SQLite Features appendices on Python 2.6 & 3, including tips on migrating to the next generation!","http://books.google.com/books/content?id=CUIgM3e-I5gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=CUIgM3e-I5gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","9780137061594","ISBN_13","0137061595","ISBN_10","https://play.google.com/store/books/details?id=CUIgM3e-I5gC&source=gbs_api","en","NOT_MATURE","1136","False","False","http://books.google.com/books?id=CUIgM3e-I5gC&printsec=frontcover&dq=python&hl=&cd=18&source=gbs_api","BOOK","2006-09-18","Pearson Education","1","True","True","","Core Python Programming"
"SAMPLE","US","True","","True","","True","False","False","ALLOWED","PARTIAL","http://play.google.com/books/reader?id=EVuk7eqhWiwC&hl=&printsec=frontcover&source=gbs_api","JipsOWNQ0jM","EVuk7eqhWiwC","books#volume","","US","False","","","","","","","","","","","NOT_FOR_SALE","&quot;Gray Hat Python,&quot; the first Python book written for advanced security analysts, explains the intricacies of using Python to assist in a range of security analysis tasks.","https://www.googleapis.com/books/v1/volumes/EVuk7eqhWiwC","True","Justin Seitz","","","2.0","https://books.google.com/books/about/Gray_Hat_Python.html?hl=&id=EVuk7eqhWiwC","Computers","0.1.1.0.preview.3","""Gray Hat Python,"" the first Python book written for advanced security analysts, explains the intricacies of using Python to assist in a range of security analysis tasks.","http://books.google.com/books/content?id=EVuk7eqhWiwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=EVuk7eqhWiwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","9781593271923","ISBN_13","1593271921","ISBN_10","http://books.google.com/books?id=EVuk7eqhWiwC&dq=python&hl=&source=gbs_api","en","NOT_MATURE","216","False","False","http://books.google.com/books?id=EVuk7eqhWiwC&printsec=frontcover&dq=python&hl=&cd=25&source=gbs_api","BOOK","2009","No Starch Press","1","True","True","Python Programming for Hackers and Reverse Engineers","Gray Hat Python"
"SAMPLE","US","True","http://books.google.com/books/download/Python_For_Dummies-sample-epub.acsm?id=_fsElhcbSwIC&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","True","","False","False","False","ALLOWED","PARTIAL","http://play.google.com/books/reader?id=_fsElhcbSwIC&hl=&printsec=frontcover&source=gbs_api","dpqd1UzWQgw","_fsElhcbSwIC","books#volume","https://play.google.com/store/books/details?id=_fsElhcbSwIC&rdid=book-_fsElhcbSwIC&rdot=1&source=gbs_api","US","True","20.99","USD","1","True","20990000.0","USD","16790000.0","USD","16.79","USD","FOR_SALE","This guide gives you the tools you need to: Master basic elements and syntax Document, design, and debug programs Work with strings like a pro Direct a program with control structures Integrate integers, complex numbers, and modules Build ...","https://www.googleapis.com/books/v1/volumes/_fsElhcbSwIC","True","Stef Maruch","Aahz Maruch","","2.0","https://market.android.com/details?id=book-_fsElhcbSwIC","Computers","1.3.3.0.preview.3","Python is one of the most powerful, easy-to-read programming languages around, but it does have its limitations. This general purpose, high-level language that can be extended and embedded is a smart option for many programming problems, but a poor solution to others. Python For Dummies is the quick-and-easy guide to getting the most out of this robust program. This hands-on book will show you everything you need to know about building programs, debugging code, and simplifying development, as well as defining what actions it can perform. You’ll wrap yourself around all of its advanced features and become an expert Python user in no time. This guide gives you the tools you need to: Master basic elements and syntax Document, design, and debug programs Work with strings like a pro Direct a program with control structures Integrate integers, complex numbers, and modules Build lists, stacks, and queues Create an organized dictionary Handle functions, data, and namespace Construct applications with modules and packages Call, create, extend, and override classes Access the Internet to enhance your library Understand the new features of Python 2.5 Packed with critical idioms and great resources to maximize your productivity, Python For Dummies is the ultimate one-stop information guide. In a matter of minutes you’ll be familiar with Python’s building blocks, strings, dictionaries, and sets; and be on your way to writing the program that you’ve dreamed about!","http://books.google.com/books/content?id=_fsElhcbSwIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=_fsElhcbSwIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","1118084845","ISBN_10","9781118084847","ISBN_13","https://play.google.com/store/books/details?id=_fsElhcbSwIC&source=gbs_api","en","NOT_MATURE","432","False","False","http://books.google.com/books?id=_fsElhcbSwIC&printsec=frontcover&dq=python&hl=&cd=32&source=gbs_api","BOOK","2011-05-09","John Wiley & Sons","3","True","True","","Python For Dummies"
"SAMPLE","US","True","","False","","False","False","False","ALLOWED","PARTIAL","http://play.google.com/books/reader?id=x17XCwAAQBAJ&hl=&printsec=frontcover&source=gbs_api","8NKvLlAqduM","x17XCwAAQBAJ","books#volume","","US","False","","","","","","","","","","","NOT_FOR_SALE","Follow the deadly python as she slithers in search of a meal in this riveting nature story that is not for the faint of heart. Python stirs and slithers out from her shelter, smelling the air with her forked tongue.","https://www.googleapis.com/books/v1/volumes/x17XCwAAQBAJ","False","Christopher Cheng","","","2.0","https://books.google.com/books/about/Python.html?hl=&id=x17XCwAAQBAJ","Juvenile Nonfiction","0.1.0.0.preview.0","Follow the deadly python as she slithers in search of a meal in this riveting nature story that is not for the faint of heart. Python stirs and slithers out from her shelter, smelling the air with her forked tongue. It’s time to molt her dull scales and reveal the glistening snake underneath. Gliding along a tree, she stops and watches very, very closely as a bird drops onto a branch — and escapes the razor-sharp teeth just in time. But Python is hungry, so she slides on to stalk new prey. Combining informative facts, expressive illustrations, and a lyrical, mesmerizing narrative, here is a book to captivate anyone fascinated by this iconic creature.","http://books.google.com/books/content?id=x17XCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=x17XCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","9780763687731","ISBN_13","0763687731","ISBN_10","http://books.google.com/books?id=x17XCwAAQBAJ&dq=python&hl=&source=gbs_api","en","NOT_MATURE","32","","","http://books.google.com/books?id=x17XCwAAQBAJ&printsec=frontcover&dq=python&hl=&cd=37&source=gbs_api","BOOK","2016-02-23","Candlewick Press","1","False","False","","Python"
"SAMPLE","US","True","","False","","False","False","False","ALLOWED","PARTIAL","http://play.google.com/books/reader?id=qtdkAgAAQBAJ&hl=&printsec=frontcover&source=gbs_api","Jiwr+LxmkGY","qtdkAgAAQBAJ","books#volume","","US","False","","","","","","","","","","","NOT_FOR_SALE","Provides information and tutorials on Python&#39;s application domains and its use in databases, networking, scripting layers, and text processing.","https://www.googleapis.com/books/v1/volumes/qtdkAgAAQBAJ","False","Mark Lutz","","","1.0","https://books.google.com/books/about/Programming_Python.html?hl=&id=qtdkAgAAQBAJ","Computers","0.3.0.0.preview.1","Provides information and tutorials on Python's application domains and its use in databases, networking, scripting layers, and text processing.","http://books.google.com/books/content?id=qtdkAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=qtdkAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","9781449302856","ISBN_13","1449302858","ISBN_10","http://books.google.com/books?id=qtdkAgAAQBAJ&dq=python&hl=&source=gbs_api","en","NOT_MATURE","1632","False","False","http://books.google.com/books?id=qtdkAgAAQBAJ&printsec=frontcover&dq=python&hl=&cd=8&source=gbs_api","BOOK","2010-12-14","""O'Reilly Media, Inc.""","2","True","False","","Programming Python"
"NONE","US","False","","False","","False","False","False","ALLOWED","NO_PAGES","http://play.google.com/books/reader?id=fD8CngEACAAJ&hl=&printsec=frontcover&source=gbs_api","8c6hB8vD0QI","fD8CngEACAAJ","books#volume","","US","False","","","","","","","","","","","NOT_FOR_SALE","All the supporting materials for the book are available under open and remixable licenses. This book is designed to teach people to program even if they have no prior experience.","https://www.googleapis.com/books/v1/volumes/fD8CngEACAAJ","False","Charles Severance","","","","https://books.google.com/books/about/Python_for_Informatics.html?hl=&id=fD8CngEACAAJ","Computers","preview-1.0.0","This book is designed to introduce students to programming and computational thinking through the lens of exploring data. You can think of Python as your tool to solve problems that are far beyond the capability of a spreadsheet. It is an easy-to-use and easy-to learn programming language that is freely available on Windows, Macintosh , and Linux computers. There are free downloadable copies of this book in various electronic formats and a self-paced free online course where you can explore the course materials. All the supporting materials for the book are available under open and remixable licenses. This book is designed to teach people to program even if they have no prior experience.","http://books.google.com/books/content?id=fD8CngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books/content?id=fD8CngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","1492339245","ISBN_10","9781492339243","ISBN_13","http://books.google.com/books?id=fD8CngEACAAJ&dq=python&hl=&source=gbs_api","en","NOT_MATURE","244","","","http://books.google.com/books?id=fD8CngEACAAJ&dq=python&hl=&cd=6&source=gbs_api","BOOK","2013-09-02","CreateSpace","","False","False","Exploring Information","Python for Informatics"
